playerID,year,contractSalary,contractCreateDate,contractExpireDate,year_signed,contract_years
00-0030216,2018,2.366667,2016-03-01,2019-03-01,2016,3
00-0037252,2023,1.314785,2022-03-01,2026-03-01,2022,4
00-0026183,0,0.73,,0001-03-01,0,1
00-0034808,2022,0.9075,2021-03-01,2023-03-01,2021,2
00-0038998,2025,1.136203,2023-03-01,2027-03-01,2023,4
00-0027047,2012,0.64575,2009-03-01,2013-03-01,2009,4
00-0034869,2026,33.5,2025-03-01,2028-03-01,2025,3
00-0036298,2023,1.028127,2020-03-01,2024-03-01,2020,4
00-0023477,2013,2.875,2013-03-01,2015-03-01,2013,2
00-0027875,2011,2.35,2010-03-01,2015-03-01,2010,5
00-0035590,2019,0.800649,2019-03-01,2023-03-01,2019,4
00-0036554,2022,1.217879,2021-03-01,2025-03-01,2021,4
00-0027603,2011,0.785043,2010-03-01,2014-03-01,2010,4
00-0040151,2028,1.540296,2025-03-01,2029-03-01,2025,4
00-0040073,2026,1.119286,2025-03-01,2029-03-01,2025,4
00-0031669,2015,0.48,2015-03-01,2017-03-01,2015,2
00-0032212,2018,0.584213,2015-03-01,2019-03-01,2015,4
00-0027045,2016,0.76,2016-03-01,2017-03-01,2016,1
00-0030091,2014,0.54,2014-03-01,2016-03-01,2014,2
00-0038126,2025,1.1182,2022-03-01,2026-03-01,2022,4
00-0036859,2022,0.898615,2021-03-01,2025-03-01,2021,4
00-0038613,2026,1.0037,2023-03-01,2027-03-01,2023,4
00-0037294,2024,0.795,2024-03-01,2025-03-01,2024,1
00-0033591,2024,4.0,2024-03-01,2025-03-01,2024,1
00-0028129,2019,6.277833,2014-03-01,2020-03-01,2014,6
00-0027969,2024,14.5,2024-03-01,2026-03-01,2024,2
00-0032793,2018,0.54,2016-03-01,2019-03-01,2016,3
00-0036101,2022,0.768333,2020-03-01,2023-03-01,2020,3
00-0024405,2013,5.0,2012-03-01,2016-03-01,2012,4
00-0021206,2006,3.0,2006-03-01,2008-03-01,2006,2
00-0033396,2019,0.525,2018-03-01,2020-03-01,2018,2
00-0039246,2025,0.944667,2024-03-01,2027-03-01,2024,3
00-0030459,2019,12.500081,2016-03-01,2021-03-01,2016,5
00-0035322,2022,0.705,2022-03-01,2023-03-01,2022,1
00-0025513,2010,0.51947,2007-03-01,2011-03-01,2007,4
00-0035002,2020,0.650079,2019-03-01,2023-03-01,2019,4
00-0036010,2024,0.915,2024-03-01,2025-03-01,2024,1
00-0022839,2011,4.8,2007-03-01,2012-03-01,2007,5
00-0039277,2025,0.946667,2024-03-01,2027-03-01,2024,3
00-0035155,2021,0.695,2020-03-01,2022-03-01,2020,2
00-0033094,2021,1.1275,2021-03-01,2022-03-01,2021,1
00-0028156,2013,0.524794,2011-03-01,2015-03-01,2011,4
00-0026407,2010,0.47,2010-03-01,2011-03-01,2010,1
00-0032909,2017,0.187,2017-03-01,2018-03-01,2017,1
00-0028337,2011,0.0,2011-03-01,2014-03-01,2011,3
00-0026605,2010,0.4,2009-03-01,2012-03-01,2009,3
00-0034287,2020,0.632738,2018-03-01,2022-03-01,2018,4
00-0039854,2026,3.467332,2024-03-01,2028-03-01,2024,4
00-0022805,2015,5.0,2014-03-01,2016-03-01,2014,2
00-0029528,2017,6.0,2016-03-01,2019-03-01,2016,3
00-0028011,2017,0.775,2017-03-01,2018-03-01,2017,1
00-0036305,2023,0.905168,2020-03-01,2024-03-01,2020,4
00-0034648,2019,0.585,2019-03-01,2022-03-01,2019,3
00-0031570,2018,0.705205,2015-03-01,2019-03-01,2015,4
00-0031961,2017,0.586087,2015-03-01,2019-03-01,2015,4
00-0036711,2023,0.813333,2021-03-01,2024-03-01,2021,3
00-0036106,2022,0.825,2022-03-01,2023-03-01,2022,1
00-0033024,2017,0.495,2016-03-01,2018-03-01,2016,2
00-0030069,2018,0.8325,2017-03-01,2019-03-01,2017,2
00-0029415,2015,0.62814,2012-03-01,2016-03-01,2012,4
00-0021267,2013,3.033333,2011-03-01,2014-03-01,2011,3
00-0032054,2016,2.176333,2015-03-01,2019-03-01,2015,4
00-0034993,2023,6.0,2023-03-01,2025-03-01,2023,2
00-0028071,2014,0.563403,2011-03-01,2015-03-01,2011,4
00-0035031,2019,0.59,2019-03-01,2022-03-01,2019,3
00-0022084,2004,0.645,2003-03-01,2007-03-01,2003,4
00-0031381,2025,22.0,2025-03-01,2027-03-01,2025,2
00-0038892,2025,0.908333,2023-03-01,2026-03-01,2023,3
00-0032707,2021,0.85,2021-03-01,2022-03-01,2021,1
00-0027355,2010,0.3625,2010-03-01,2012-03-01,2010,2
00-0016919,2010,2.4,2006-03-01,2011-03-01,2006,5
00-0035215,2023,4.75,2023-03-01,2025-03-01,2023,2
00-0038402,2025,0.9725,2024-03-01,2026-03-01,2024,2
00-0038653,2025,0.9725,2024-03-01,2026-03-01,2024,2
00-0031551,2015,1.421579,2015-03-01,2019-03-01,2015,4
00-0033219,2019,0.555,2017-03-01,2020-03-01,2017,3
00-0033227,2019,0.555,2017-03-01,2020-03-01,2017,3
00-0034193,2022,0.9525,2022-03-01,2024-03-01,2022,2
00-0037370,2023,0.75,2023-03-01,2024-03-01,2023,1
00-0030898,0,0.48,,0002-03-01,0,2
00-0030088,2014,0.585413,2013-03-01,2017-03-01,2013,4
00-0032439,2016,0.610089,2016-03-01,2020-03-01,2016,4
00-0029214,2015,0.57125,2012-03-01,2016-03-01,2012,4
00-0027975,2013,1.272563,2011-03-01,2015-03-01,2011,4
00-0035965,2022,0.764,2020-03-01,2023-03-01,2020,3
00-0040123,2027,7.978276,2025-03-01,2029-03-01,2025,4
00-0030105,2016,0.56425,2013-03-01,2017-03-01,2013,4
00-0027970,2014,1.650501,2011-03-01,2015-03-01,2011,4
00-0030060,2014,3.020141,2013-03-01,2018-03-01,2013,5
00-0028000,2014,0.645,2014-03-01,2015-03-01,2014,1
00-0036204,2020,0.765,2020-03-01,2023-03-01,2020,3
00-0035594,2025,1.75,2025-03-01,2026-03-01,2025,1
00-0036789,2023,0.75,2023-03-01,2024-03-01,2023,1
00-0033905,2024,13.5,2022-03-01,2025-03-01,2022,3
00-0032151,2019,3.625,2019-03-01,2021-03-01,2019,2
00-0037447,2024,0.856667,2022-03-01,2025-03-01,2022,3
00-0022905,2009,2.5,2008-03-01,2010-03-01,2008,2
00-0026000,2010,3.01,2010-03-01,2013-03-01,2010,3
00-0029107,2016,0.7175,2015-03-01,2017-03-01,2015,2
00-0031788,2018,0.585,2017-03-01,2019-03-01,2017,2
00-0026153,2011,2.725,2008-03-01,2013-03-01,2008,5
00-0036201,2020,0.763333,2020-03-01,2023-03-01,2020,3
00-0036093,2020,0.765,2020-03-01,2023-03-01,2020,3
00-0034406,2020,0.205412,2020-03-01,2021-03-01,2020,1
00-0040467,2027,0.989333,2025-03-01,2028-03-01,2025,3
00-0035045,2020,0.1428,2020-03-01,2021-03-01,2020,1
00-0036650,2022,0.913941,2021-03-01,2025-03-01,2021,4
00-0038144,2024,0.225,2024-03-01,2025-03-01,2024,1
00-0035942,2023,0.94,2023-03-01,2024-03-01,2023,1
00-0037834,2027,53.0,2025-03-01,2030-03-01,2025,5
00-0038800,2025,0.901,2023-03-01,2026-03-01,2023,3
00-0032609,2019,0.54,2019-03-01,2021-03-01,2019,2
00-0034432,2020,0.636388,2018-03-01,2022-03-01,2018,4
00-0030114,2023,6.25,2023-03-01,2025-03-01,2023,2
00-0038671,2025,0.900833,2023-03-01,2026-03-01,2023,3
00-0030070,2018,0.88,2018-03-01,2019-03-01,2018,1
00-0027282,2010,0.406667,2010-03-01,2013-03-01,2010,3
00-0029311,2014,0.540378,2012-03-01,2016-03-01,2012,4
00-0035499,2021,0.9075,2021-03-01,2023-03-01,2021,2
00-0034951,2019,0.59,2019-03-01,2022-03-01,2019,3
00-0031856,2022,1.1875,2022-03-01,2023-03-01,2022,1
00-0032899,2019,0.604211,2016-03-01,2020-03-01,2016,4
00-0026166,2014,8.9,2012-03-01,2018-03-01,2012,6
00-0033138,2017,0.54,2016-03-01,2019-03-01,2016,3
00-0036846,2023,0.89361,2021-03-01,2025-03-01,2021,4
00-0027851,2011,0.461566,2010-03-01,2014-03-01,2010,4
00-0031591,2017,0.465,2017-03-01,2018-03-01,2017,1
00-0037186,2023,0.855667,2022-03-01,2025-03-01,2022,3
00-0034085,2019,0.573333,2018-03-01,2021-03-01,2018,3
00-0009889,2010,6.357143,2009-03-01,2016-03-01,2009,7
00-0035310,2020,0.652728,2019-03-01,2023-03-01,2019,4
00-0034495,2018,0.573333,2018-03-01,2021-03-01,2018,3
00-0032215,2023,0.3708,2023-03-01,2024-03-01,2023,1
00-0037173,2023,0.75,2023-03-01,2024-03-01,2023,1
00-0027993,2019,8.9,2015-03-01,2020-03-01,2015,5
00-0034114,2026,6.0,2025-03-01,2027-03-01,2025,2
00-0036022,2020,0.765,2020-03-01,2023-03-01,2020,3
00-0034765,2019,0.855131,2018-03-01,2022-03-01,2018,4
00-0032394,2016,0.76422,2016-03-01,2020-03-01,2016,4
00-0030985,2015,0.555,2015-03-01,2017-03-01,2015,2
00-0035370,2020,0.586667,2019-03-01,2022-03-01,2019,3
00-0030431,2013,1.216692,2013-03-01,2017-03-01,2013,4
00-0034248,2020,0.695,2020-03-01,2022-03-01,2020,2
00-0029427,2015,0.54467,2012-03-01,2016-03-01,2012,4
00-0034702,2019,0.57,2018-03-01,2021-03-01,2018,3
00-0039141,2024,2.005436,2023-03-01,2027-03-01,2023,4
00-0024421,2010,6.5,2010-03-01,2014-03-01,2010,4
00-0029744,2015,0.63,2015-03-01,2017-03-01,2015,2
00-0039041,2023,1.00397,2023-03-01,2027-03-01,2023,4
00-0031276,2018,0.66,2017-03-01,2019-03-01,2017,2
00-0034522,2020,0.573333,2018-03-01,2021-03-01,2018,3
00-0030401,2020,3.15,2020-03-01,2021-03-01,2020,1
00-0033788,2019,0.136,2019-03-01,2020-03-01,2019,1
00-0037368,2024,0.854167,2022-03-01,2025-03-01,2022,3
00-0023460,2014,1.875,2013-03-01,2015-03-01,2013,2
00-0032979,2019,0.57,2019-03-01,2020-03-01,2019,1
00-0033127,2021,10.625011,2021-03-01,2022-03-01,2021,1
00-0037193,2023,1.461786,2022-03-01,2026-03-01,2022,4
00-0027003,2014,3.5,2014-03-01,2017-03-01,2014,3
00-0033481,2017,0.555,2017-03-01,2020-03-01,2017,3
00-0036323,2023,3.040418,2020-03-01,2024-03-01,2020,4
00-0029428,2013,0.45,2013-03-01,2015-03-01,2013,2
00-0038618,2025,1.000925,2023-03-01,2027-03-01,2023,4
00-0035911,2020,0.762,2020-03-01,2023-03-01,2020,3
00-0037181,2024,0.856,2022-03-01,2025-03-01,2022,3
00-0023727,2007,0.308333,2005-03-01,2008-03-01,2005,3
00-0024373,2009,0.441638,2006-03-01,2010-03-01,2006,4
00-0037638,2025,0.234,2025-03-01,2026-03-01,2025,1
00-0028001,2020,1.05,2020-03-01,2021-03-01,2020,1
00-0028113,2014,0.537625,2011-03-01,2015-03-01,2011,4
00-0021678,2006,3.0,2006-03-01,2007-03-01,2006,1
00-0033965,2018,0.1292,2018-03-01,2019-03-01,2018,1
00-0029193,2014,2.33555,2012-03-01,2016-03-01,2012,4
00-0029330,0,0.42,,0001-03-01,0,1
00-0032996,2017,0.54,2016-03-01,2019-03-01,2016,3
00-0024244,2016,7.725,2010-03-01,2017-03-01,2010,7
00-0039748,2025,1.050671,2024-03-01,2028-03-01,2024,4
00-0032198,2016,0.698002,2015-03-01,2019-03-01,2015,4
00-0031340,2014,0.602513,2014-03-01,2018-03-01,2014,4
00-0039268,2025,0.945,2024-03-01,2027-03-01,2024,3
00-0027078,2018,9.5,2017-03-01,2020-03-01,2017,3
00-0032044,2015,0.48,2015-03-01,2017-03-01,2015,2
00-0032792,2017,0.585,2017-03-01,2019-03-01,2017,2
00-0026180,2008,1.06875,2008-03-01,2012-03-01,2008,4
00-0031296,2016,3.5012,2014-03-01,2019-03-01,2014,5
00-0027002,2014,13.2,2013-03-01,2018-03-01,2013,5
00-0032177,2015,0.1122,2015-03-01,2016-03-01,2015,1
00-0030565,2014,1.254901,2013-03-01,2017-03-01,2013,4
00-0027661,0,0.73,,0001-03-01,0,1
00-0037285,2024,0.966634,2022-03-01,2026-03-01,2022,4
00-0026153,2008,2.725,2008-03-01,2013-03-01,2008,5
00-0026937,2012,0.4625,2009-03-01,2013-03-01,2009,4
00-0028161,2011,0.526598,2011-03-01,2015-03-01,2011,4
00-0030792,2016,0.3557,2014-03-01,2017-03-01,2014,3
00-0029412,2018,7.666667,2018-03-01,2021-03-01,2018,3
00-0033800,2018,0.555,2017-03-01,2020-03-01,2017,3
00-0033672,2020,0.1428,2020-03-01,2021-03-01,2020,1
00-0025415,2010,1.58895,2007-03-01,2012-03-01,2007,5
00-0034937,2022,0.207,2022-03-01,2023-03-01,2022,1
00-0025395,2010,0.0,2007-03-01,2012-03-01,2007,5
00-0036657,2021,0.902676,2021-03-01,2025-03-01,2021,4
00-0032521,2018,0.555,2018-03-01,2019-03-01,2018,1
00-0022077,2006,1.295,2003-03-01,2008-03-01,2003,5
00-0036555,2025,8.3,2024-03-01,2028-03-01,2024,4
00-0028029,2011,0.691975,2011-03-01,2015-03-01,2011,4
00-0016919,2012,3.066667,2011-03-01,2014-03-01,2011,3
00-0030098,2015,0.568,2013-03-01,2017-03-01,2013,4
00-0035699,2024,13.0,2023-03-01,2027-03-01,2023,4
00-0036243,2021,0.844672,2020-03-01,2024-03-01,2020,4
00-0027378,2018,2.05,2018-03-01,2019-03-01,2018,1
00-0022793,2010,7.1,2009-03-01,2014-03-01,2009,5
00-0027114,2013,3.6475,2012-03-01,2018-03-01,2012,6
00-0027603,2012,0.785043,2010-03-01,2014-03-01,2010,4
00-0036405,2021,0.7425,2021-03-01,2023-03-01,2021,2
00-0032009,2021,9.0,2019-03-01,2023-03-01,2019,4
00-0031800,2023,7.0,2023-03-01,2025-03-01,2023,2
00-0036842,2023,1.058199,2021-03-01,2025-03-01,2021,4
00-0034806,2020,0.689495,2018-03-01,2022-03-01,2018,4
00-0036703,2022,0.825,2022-03-01,2023-03-01,2022,1
00-0029528,2013,0.635845,2012-03-01,2016-03-01,2012,4
00-0032065,2021,2.75,2019-03-01,2023-03-01,2019,4
00-0033594,2017,0.616285,2017-03-01,2021-03-01,2017,4
00-0034114,2018,0.576667,2018-03-01,2021-03-01,2018,3
00-0039707,2024,0.945,2024-03-01,2027-03-01,2024,3
00-0039831,2025,0.84,2025-03-01,2026-03-01,2025,1
00-0032849,2018,0.54,2016-03-01,2019-03-01,2016,3
00-0030694,2021,4.375,2018-03-01,2022-03-01,2018,4
00-0030707,2016,0.57,2016-03-01,2018-03-01,2016,2
00-0033628,2020,0.55625,2020-03-01,2022-03-01,2020,2
00-0031367,2014,0.714094,2014-03-01,2018-03-01,2014,4
00-0027866,2021,13.75,2019-03-01,2023-03-01,2019,4
00-0032056,2017,1.316578,2015-03-01,2019-03-01,2015,4
00-0040362,2027,0.996667,2025-03-01,2028-03-01,2025,3
00-0038571,2026,1.14306,2023-03-01,2027-03-01,2023,4
00-0032354,2021,0.9075,2020-03-01,2022-03-01,2020,2
00-0035602,2025,1.03,2025-03-01,2026-03-01,2025,1
00-0034264,2021,0.797849,2018-03-01,2022-03-01,2018,4
00-0031619,2019,1.75,2019-03-01,2020-03-01,2019,1
00-0039061,2025,0.979446,2023-03-01,2027-03-01,2023,4
00-0036550,2024,3.149854,2021-03-01,2025-03-01,2021,4
00-0031000,2015,0.569212,2014-03-01,2018-03-01,2014,4
00-0025900,2010,0.3625,2010-03-01,2012-03-01,2010,2
00-0034775,2022,18.0,2022-03-01,2026-03-01,2022,4
00-0027863,2017,6.64,2013-03-01,2018-03-01,2013,5
00-0030761,2020,1.25,2020-03-01,2021-03-01,2020,1
00-0036752,2021,0.811667,2021-03-01,2024-03-01,2021,3
00-0038623,2025,0.993333,2023-03-01,2027-03-01,2023,4
00-0026988,2009,3.415,2009-03-01,2014-03-01,2009,5
00-0029588,2014,0.550788,2012-03-01,2016-03-01,2012,4
00-0037396,2022,0.856667,2022-03-01,2025-03-01,2022,3
00-0026105,2011,1.835,2011-03-01,2012-03-01,2011,1
00-0038585,2025,1.044307,2023-03-01,2027-03-01,2023,4
00-0036978,2025,1.03,2025-03-01,2026-03-01,2025,1
00-0024218,2008,8.00667,2006-03-01,2010-03-01,2006,4
00-0027648,2023,0.3708,2023-03-01,2024-03-01,2023,1
00-0035807,2020,0.763333,2020-03-01,2023-03-01,2020,3
00-0027029,2012,9.0,2012-03-01,2017-03-01,2012,5
00-0024334,2014,9.46,2010-03-01,2015-03-01,2010,5
00-0031259,2018,8.5,2018-03-01,2022-03-01,2018,4
00-0028564,2012,0.466667,2011-03-01,2014-03-01,2011,3
00-0034856,2024,20.1,2022-03-01,2027-03-01,2022,5
00-0021998,2011,2.5,2010-03-01,2012-03-01,2010,2
00-0034335,2020,0.688159,2018-03-01,2022-03-01,2018,4
00-0037601,2024,0.9275,2023-03-01,2025-03-01,2023,2
00-0030395,2015,0.585,2015-03-01,2016-03-01,2015,1
00-0039267,2025,0.95,2024-03-01,2027-03-01,2024,3
00-0039897,2026,8.290236,2024-03-01,2028-03-01,2024,4
00-0034411,2024,1.2925,2024-03-01,2025-03-01,2024,1
00-0037536,2022,0.855,2022-03-01,2025-03-01,2022,3
00-0038649,2024,0.979446,2023-03-01,2027-03-01,2023,4
00-0036558,2022,0.949638,2021-03-01,2025-03-01,2021,4
00-0035288,2019,0.678988,2019-03-01,2023-03-01,2019,4
00-0033585,2017,0.630839,2017-03-01,2021-03-01,2017,4
00-0028660,2020,3.333333,2020-03-01,2023-03-01,2020,3
00-0029627,2015,0.615,2014-03-01,2016-03-01,2014,2
00-0040749,2025,1.790135,2025-03-01,2029-03-01,2025,4
00-0032009,2017,0.525,2015-03-01,2018-03-01,2015,3
00-0036419,2023,0.315,2023-03-01,2024-03-01,2023,1
00-0031704,2016,0.495,2016-03-01,2018-03-01,2016,2
00-0029585,2020,16.5,2017-03-01,2022-03-01,2017,5
00-0035228,2026,46.1,2022-03-01,2027-03-01,2022,5
00-0040687,2026,1.112892,2025-03-01,2029-03-01,2025,4
00-0035146,2019,0.670172,2019-03-01,2023-03-01,2019,4
00-0032528,2022,1.035,2022-03-01,2023-03-01,2022,1
00-0033302,2017,0.6212,2017-03-01,2021-03-01,2017,4
00-0038620,2025,0.998552,2023-03-01,2027-03-01,2023,4
00-0038038,2024,4.063772,2022-03-01,2026-03-01,2022,4
00-0037336,2024,0.86,2022-03-01,2025-03-01,2022,3
00-0025580,2016,4.025,2016-03-01,2020-03-01,2016,4
00-0026943,2012,0.453641,2009-03-01,2013-03-01,2009,4
00-0033125,2024,10.75,2020-03-01,2025-03-01,2020,5
00-0031653,2017,0.465,2017-03-01,2018-03-01,2017,1
00-0036950,2022,0.930038,2021-03-01,2025-03-01,2021,4
00-0024338,2014,4.5,2014-03-01,2016-03-01,2014,2
00-0030300,2015,0.498,2013-03-01,2016-03-01,2013,3
00-0031300,2018,7.5,2018-03-01,2021-03-01,2018,3
00-0037267,2022,0.995537,2022-03-01,2026-03-01,2022,4
00-0029694,2015,0.694114,2012-03-01,2016-03-01,2012,4
00-0033930,2019,0.804282,2017-03-01,2021-03-01,2017,4
00-0027555,2016,0.901667,2015-03-01,2018-03-01,2015,3
00-0022923,2013,1.25,2013-03-01,2014-03-01,2013,1
00-0033716,2020,0.5775,2019-03-01,2021-03-01,2019,2
00-0036214,2023,1.031823,2020-03-01,2024-03-01,2020,4
00-0032396,2018,0.6,2018-03-01,2020-03-01,2018,2
00-0026232,2014,7.125,2014-03-01,2018-03-01,2014,4
00-0028142,2012,0.52725,2011-03-01,2015-03-01,2011,4
00-0025446,2016,8.186,2011-03-01,2017-03-01,2011,6
00-0031166,2016,0.512,2014-03-01,2017-03-01,2014,3
00-0034248,2023,1.01,2023-03-01,2024-03-01,2023,1
00-0031604,2017,0.495,2016-03-01,2018-03-01,2016,2
00-0037828,2025,1.0175,2025-03-01,2027-03-01,2025,2
00-0038428,2023,0.899,2023-03-01,2026-03-01,2023,3
00-0030123,2015,0.551474,2013-03-01,2017-03-01,2013,4
00-0033533,2019,0.620239,2017-03-01,2021-03-01,2017,4
00-0027647,2021,11.5,2020-03-01,2022-03-01,2020,2
00-0030094,2014,0.577529,2013-03-01,2017-03-01,2013,4
00-0033511,2020,0.738576,2017-03-01,2021-03-01,2017,4
00-0032649,2017,0.54,2017-03-01,2018-03-01,2017,1
00-0026003,2014,2.4875,2014-03-01,2018-03-01,2014,4
00-0035906,2021,0.78,2021-03-01,2022-03-01,2021,1
00-0031319,2015,0.51,2014-03-01,2017-03-01,2014,3
00-0031209,2018,0.585,2017-03-01,2019-03-01,2017,2
00-0030524,2017,2.2,2017-03-01,2019-03-01,2017,2
00-0040716,2028,1.316614,2025-03-01,2029-03-01,2025,4
00-0029262,2017,0.775,2017-03-01,2018-03-01,2017,1
00-0039847,2025,1.212859,2024-03-01,2028-03-01,2024,4
00-0026944,2011,0.452725,2009-03-01,2013-03-01,2009,4
00-0039895,2024,1.767457,2024-03-01,2028-03-01,2024,4
00-0039008,2025,1.326021,2023-03-01,2027-03-01,2023,4
00-0029901,2022,1.12,2022-03-01,2023-03-01,2022,1
00-0030792,2022,2.0,2021-03-01,2023-03-01,2021,2
00-0035150,2023,1.2325,2023-03-01,2024-03-01,2023,1
00-0031097,2022,3.25,2021-03-01,2023-03-01,2021,2
00-0033620,2020,0.615,2019-03-01,2021-03-01,2019,2
00-0026240,2011,0.555206,2008-03-01,2012-03-01,2008,4
00-0023013,2011,0.465,2011-03-01,2014-03-01,2011,3
00-0035346,2021,0.589,2019-03-01,2022-03-01,2019,3
00-0027723,2018,2.0,2017-03-01,2019-03-01,2017,2
00-0036802,2025,1.17,2025-03-01,2026-03-01,2025,1
00-0033423,2018,0.555,2017-03-01,2020-03-01,2017,3
00-0031616,2018,0.48,2018-03-01,2019-03-01,2018,1
00-0040687,2027,1.112892,2025-03-01,2029-03-01,2025,4
00-0027012,0,0.73,,0001-03-01,0,1
00-0034495,2020,0.835,2020-03-01,2022-03-01,2020,2
00-0037382,2023,0.855,2022-03-01,2025-03-01,2022,3
00-0031820,2017,0.54,2017-03-01,2018-03-01,2017,1
00-0039156,2025,2.049234,2023-03-01,2027-03-01,2023,4
00-0034966,2023,0.9275,2023-03-01,2025-03-01,2023,2
00-0028027,2013,0.646035,2011-03-01,2015-03-01,2011,4
00-0027791,2011,0.472575,2010-03-01,2014-03-01,2010,4
00-0033130,2017,0.894255,2016-03-01,2020-03-01,2016,4
00-0035247,2023,1.2325,2023-03-01,2024-03-01,2023,1
00-0027034,2016,4.1875,2013-03-01,2017-03-01,2013,4
00-0037620,2022,0.9359,2022-03-01,2026-03-01,2022,4
00-0037368,2022,0.854167,2022-03-01,2025-03-01,2022,3
00-0034752,2021,0.87293,2018-03-01,2022-03-01,2018,4
00-0036351,2024,1.2925,2024-03-01,2025-03-01,2024,1
00-0030585,2018,9.005,2018-03-01,2023-03-01,2018,5
00-0030496,2019,13.125,2019-03-01,2023-03-01,2019,4
00-0034760,2025,4.26,2025-03-01,2027-03-01,2025,2
00-0037451,2022,0.86,2022-03-01,2025-03-01,2022,3
00-0028875,2016,0.6,2016-03-01,2017-03-01,2016,1
00-0033187,2017,0.555,2017-03-01,2020-03-01,2017,3
00-0032800,2017,0.605774,2016-03-01,2020-03-01,2016,4
00-0021377,2011,6.350333,2006-03-01,2012-03-01,2006,6
00-0031728,2017,0.528333,2015-03-01,2018-03-01,2015,3
00-0031089,2019,5.0,2018-03-01,2021-03-01,2018,3
00-0026533,2016,2.375,2016-03-01,2018-03-01,2016,2
00-0033186,2019,0.555,2017-03-01,2020-03-01,2017,3
00-0033983,2017,0.555,2017-03-01,2020-03-01,2017,3
00-0034855,2024,33.333333,2024-03-01,2027-03-01,2024,3
00-0032759,2019,3.200412,2016-03-01,2020-03-01,2016,4
00-0037141,2026,1.875,2025-03-01,2027-03-01,2025,2
00-0033967,2019,0.63571,2017-03-01,2021-03-01,2017,4
00-0033011,2016,0.650975,2016-03-01,2020-03-01,2016,4
00-0035717,2023,34.0,2023-03-01,2028-03-01,2023,5
00-0026300,2015,0.745,2015-03-01,2016-03-01,2015,1
00-0036463,2022,0.808333,2021-03-01,2024-03-01,2021,3
00-0037088,2023,0.954453,2022-03-01,2026-03-01,2022,4
00-0034941,2025,1.17,2025-03-01,2026-03-01,2025,1
00-0035565,2021,0.585,2019-03-01,2022-03-01,2019,3
00-0026210,2011,3.75,2011-03-01,2015-03-01,2011,4
00-0023682,2015,9.833333,2011-03-01,2017-03-01,2011,6
00-0028334,2012,0.0,2011-03-01,2014-03-01,2011,3
00-0039058,2024,2.313177,2023-03-01,2027-03-01,2023,4
00-0021994,2008,6.016667,2008-03-01,2014-03-01,2008,6
00-0029276,2014,0.6363,2012-03-01,2016-03-01,2012,4
00-0029143,2013,0.551055,2012-03-01,2016-03-01,2012,4
00-0027965,2016,10.2755,2015-03-01,2019-03-01,2015,4
00-0032997,2017,0.465,2017-03-01,2018-03-01,2017,1
00-0026197,2009,0.857525,2008-03-01,2012-03-01,2008,4
00-0028016,2014,0.682354,2011-03-01,2015-03-01,2011,4
00-0030068,2018,6.666667,2018-03-01,2021-03-01,2018,3
00-0037311,2022,0.948003,2022-03-01,2026-03-01,2022,4
00-0034490,2020,0.571,2018-03-01,2021-03-01,2018,3
00-0038568,2026,1.153383,2023-03-01,2027-03-01,2023,4
00-0033967,2020,0.63571,2017-03-01,2021-03-01,2017,4
00-0036404,2020,0.844238,2020-03-01,2024-03-01,2020,4
00-0027033,2016,8.1,2013-03-01,2018-03-01,2013,5
00-0036080,2026,1.0175,2025-03-01,2027-03-01,2025,2
00-0037070,2025,0.9725,2024-03-01,2026-03-01,2024,2
00-0032058,2021,1.1,2021-03-01,2022-03-01,2021,1
00-0030390,2016,0.63,2015-03-01,2017-03-01,2015,2
00-0028943,2017,0.835,2016-03-01,2018-03-01,2016,2
00-0036262,2025,11.5,2023-03-01,2026-03-01,2023,3
00-0031400,0,0.48,,0002-03-01,0,2
00-0037179,2023,0.86,2022-03-01,2025-03-01,2022,3
00-0034771,2021,4.985199,2021-03-01,2022-03-01,2021,1
00-0029091,2018,1.5,2018-03-01,2020-03-01,2018,2
00-0031554,2023,6.625,2023-03-01,2025-03-01,2023,2
00-0032911,2021,2.75,2019-03-01,2022-03-01,2019,3
00-0024313,2013,5.5,2011-03-01,2015-03-01,2011,4
00-0029288,2014,0.572938,2012-03-01,2016-03-01,2012,4
00-0034215,2021,0.7625,2020-03-01,2022-03-01,2020,2
00-0027442,2017,1.2,2016-03-01,2019-03-01,2016,3
00-0034752,2020,0.87293,2018-03-01,2022-03-01,2018,4
00-0035233,2024,9.666666,2023-03-01,2026-03-01,2023,3
00-0026832,2015,2.666667,2015-03-01,2018-03-01,2015,3
00-0031489,2017,0.525,2015-03-01,2018-03-01,2015,3
00-0034406,2025,0.96,2025-03-01,2026-03-01,2025,1
00-0039390,2027,1.058032,2024-03-01,2028-03-01,2024,4
00-0026577,2015,0.66,2015-03-01,2016-03-01,2015,1
00-0025549,2013,4.875,2009-03-01,2015-03-01,2009,6
00-0030075,2013,0.645027,2013-03-01,2017-03-01,2013,4
00-0029955,2015,0.585,2015-03-01,2016-03-01,2015,1
00-0036951,2024,0.985,2024-03-01,2025-03-01,2024,1
00-0034429,2021,0.637348,2018-03-01,2022-03-01,2018,4
00-0035504,2020,0.1428,2020-03-01,2021-03-01,2020,1
00-0035698,2025,3.5,2025-03-01,2027-03-01,2025,2
00-0035718,2020,8.132343,2019-03-01,2023-03-01,2019,4
